user_id,unique_purchase_count
203734,12
321524,12
278866,12
307380,12
368266,12
186552,12
248574,12
249101,12
308026,12
310442,12
318558,12
321787,12
324473,12
324694,12
291010,12
303748,12
309447,12
314819,12
319835,12
300665,12
334749,12
322673,12
313792,12
333548,12
286540,12
318220,12
321098,12
248954,12
276129,12
329070,12
284186,12
331161,12
35734,12
215704,12
221650,12
325968,12
283526,12
288113,12
301176,12
303836,12
109573,12
116464,12
246206,12
330151,12
288797,12
334002,12
238264,12
246672,12
256925,12
332846,12
201963,12
345574,12
291624,12
291909,12
293016,12
315007,12
320774,12
225730,12
253751,12
328648,12
281924,12
291649,12
298102,12
39218,12
293809,12
9282,12
336798,12
279609,11
368252,11
321958,11
246696,11
283442,11
296713,11
189636,11
276963,11
329798,11
294943,11
307370,11
314427,11
184256,11
238814,11
247990,11
248901,11
252093,11
340479,11
327403,11
131099,11
158120,11
245058,11
246726,11
324925,11
284371,11
331723,11
290999,11
299569,11
312582,11
131182,11
314436,11
318846,11
229996,11
243837,11
283035,11
289227,11
110037,11
311316,11
384047,11
213043,11
338795,11
24292,11
214356,11
323210,11
263792,11
265014,11
278408,11
281182,11
365440,11
202791,11
321990,11
338466,11
248332,11
268326,11
308073,11
313993,11
321738,11
222834,11
336916,11
247276,11
328107,11
281326,11
293167,11
355236,11
180954,11
276877,11
296194,11
144572,11
187996,11
319004,11
223893,11
255936,11
259864,11
26523,11
129601,11
239633,11
284242,11
293227,11
59949,11
308541,11
320507,11
325410,11
250374,11
326764,11
54593,11
139155,11
143306,11
318248,11
322723,11
248975,11
268563,11
327562,11
286147,11
336098,11
323706,11
252667,11
327892,11
136946,11
316751,11
322821,11
262938,11
7060,10
62496,10
64502,10
125905,10
316890,10
281127,10
297168,10
26128,10
302710,10
319605,10
252436,10
274071,10
276811,10
344269,10
55042,10
302078,10
163605,10
220980,10
325870,10
327979,10
277184,10
294455,10
299761,10
92215,10
109447,10
310429,10
312545,10
189774,10
221424,10
300650,10
67332,10
182395,10
202622,10
247227,10
342893,10
278903,10
284380,10
9873,10
42475,10
60733,10
307163,10
92440,10
156662,10
342010,10
327918,10
282572,10
283050,10
284150,10
292634,10
80412,10
305287,10
308793,10
314951,10
320030,10
322077,10
246445,10
324840,10
329711,10
281519,10
331284,10
109555,10
314213,10
324016,10
248934,10
339947,10
342012,10
277307,10
278652,10
331441,10
332173,10
300714,10
310809,10
311350,10
216703,10
264462,10
342121,10
307467,10
186745,10
214563,10
235943,10
326815,10
286291,10
40597,10
309090,10
311374,10
157435,10
234312,10
324863,10
278254,10
294306,10
310520,10
124853,10
334530,10
196611,10
207812,10
336229,10
321268,10
338772,10
326502,10
327292,10
276906,10
125072,10
313370,10
325286,10
264587,10
287789,10
288486,10
41372,10
144877,10
316608,10
191249,10
323082,10
246253,10
250399,10
265437,10
15233,10
314391,10
221762,10
227946,10
326351,10
279968,10
344090,10
290925,10
298337,10
311477,10
319195,10
394346,10
248982,10
250887,10
271686,10
273302,9
297156,9
340966,9
330496,9
83043,9
306377,9
307054,9
185915,9
320694,9
246280,9
344629,9
284572,9
314705,9
388590,9
210689,9
249503,9
251114,9
252761,9
427966,9
280524,9
345947,9
283680,9
284885,9
285999,9
286427,9
292006,9
95845,9
149516,9
166530,9
334378,9
204997,9
215342,9
322628,9
337153,9
247698,9
253341,9
276821,9
343750,9
281682,9
23964,9
299763,9
315217,9
162562,9
165314,9
193487,9
323611,9
283702,9
288669,9
5579,9
299314,9
86000,9
308224,9
95907,9
107916,9
318286,9
407502,9
249567,9
140913,9
170259,9
318744,9
415790,9
269523,9
274195,9
328622,9
344295,9
330204,9
288723,9
289512,9
355428,9
78020,9
311936,9
318748,9
321799,9
325688,9
271733,9
274726,9
280686,9
344429,9
303058,9
106163,9
110081,9
164279,9
170374,9
336049,9
233022,9
283352,9
4307,9
19482,9
298883,9
83931,9
332353,9
152083,9
247080,9
282143,9
284497,9
139015,9
318094,9
221669,9
325278,9
276675,9
330904,9
303837,9
332451,9
180979,9
319278,9
206878,9
287570,9
297820,9
303169,9
320429,9
321758,9
339560,9
256013,9
326457,9
277787,9
446465,9
281401,9
332021,9
64262,9
82285,9
94677,9
308712,9
125408,9
141461,9
173218,9
193914,9
322269,9
246502,9
339304,9
271844,9
289677,9
131988,9
335364,9
201186,9
232062,9
248479,9
251588,9
262872,9
327143,9
277853,9
283212,9
294072,9
13968,9
84104,9
103230,9
370992,9
130388,9
143508,9
334109,9
323578,9
257038,9
265505,9
343679,8
280626,8
280918,8
332212,8
294078,8
23124,8
308743,8
109137,8
317730,8
187298,8
188197,8
334874,8
321032,8
323371,8
247196,8
248535,8
329894,8
347392,8
64623,8
74303,8
310219,8
313173,8
166230,8
337920,8
271101,8
280796,8
330174,8
297283,8
28904,8
298146,8
302954,8
88678,8
102109,8
334647,8
318910,8
334980,8
320603,8
338080,8
246871,8
325771,8
339042,8
326285,8
341711,8
348904,8
354781,8
310991,8
335384,8
320604,8
252797,8
327612,8
341922,8
278365,8
330102,8
282054,8
293659,8
294964,8
44873,8
300297,8
301490,8
307389,8
88852,8
310235,8
377120,8
334886,8
235251,8
251151,8
340762,8
327484,8
327613,8
330878,8
331726,8
293679,8
308028,8
148206,8
321400,8
221523,8
416233,8
246957,8
325908,8
250714,8
266499,8
327331,8
272890,8
329059,8
329188,8
288984,8
294979,8
307222,8
309654,8
311927,8
222782,8
225033,8
324179,8
248662,8
342182,8
279090,8
296589,8
75756,8
307422,8
307792,8
308240,8
367889,8
102561,8
312215,8
124298,8
204006,8
225079,8
323620,8
337812,8
248672,8
340770,8
279377,8
281224,8
111555,8
382463,8
205682,8
336161,8
336395,8
221621,8
324958,8
264100,8
274216,8
328344,8
343982,8
331948,8
287037,8
294294,8
40206,8
300068,8
80611,8
308499,8
322346,8
234254,8
239423,8
264107,8
271748,8
328346,8
297111,8
298479,8
299059,8
302275,8
309951,8
316271,8
201856,8
418362,8
263842,8
271756,8
328349,8
344079,8
280448,8
84452,8
104531,8
370669,8
317461,8
326346,8
326403,8
281541,8
302319,8
99117,8
103050,8
310919,8
318238,8
321814,8
337038,8
233227,8
277370,8
280601,8
330822,8
80797,8
311422,8
318894,8
319289,8
207901,8
213832,8
221287,8
339858,8
332084,8
293543,8
297453,8
37074,8
78855,8
369580,8
310368,8
313697,8
155467,8
157853,8
318665,8
335518,8
325659,8
281292,8
281641,8
344956,8
286150,8
2506,8
17720,8
91950,8
309571,8
311992,8
317282,8
381999,8
385157,8
234549,8
325824,8
325865,8
251057,8
252417,8
252674,8
271859,8
331800,7
357542,7
41770,7
85566,7
309176,7
109639,7
145283,7
332872,7
173456,7
319214,7
319317,7
207052,7
212313,7
219362,7
224445,7
322831,7
237376,7
338425,7
325579,7
338837,7
339035,7
325949,7
430535,7
275929,7
276702,7
278301,7
284873,7
286154,7
288268,7
289155,7
298355,7
44460,7
62522,7
107757,7
314792,7
316630,7
333736,7
320247,7
339783,7
327524,7
327974,7
351491,7
5117,7
296018,7
301638,7
97847,7
336952,7
323031,7
324919,7
256288,7
264042,7
269190,7
328666,7
280066,7
286169,7
354601,7
23806,7
93776,7
112306,7
375889,7
317613,7
337444,7
323985,7
325720,7
249527,7
341160,7
328882,7
280104,7
283033,7
284894,7
26273,7
298998,7
300969,7
333152,7
333692,7
333957,7
175640,7
319827,7
320276,7
212803,7
214192,7
246878,7
249135,7
252801,7
259407,7
263243,7
263783,7
327329,7
328554,7
281700,7
286450,7
332002,7
109535,7
310273,7
137744,7
314570,7
317624,7
319689,7
210930,7
336377,7
216619,7
232655,7
324932,7
325840,7
326614,7
276637,7
284661,7
332117,7
296547,7
297765,7
35564,7
84248,7
312208,7
137946,7
143954,7
315242,7
315449,7
334068,7
334889,7
319841,7
323667,7
245480,7
338551,7
247493,7
325176,7
325963,7
342381,7
276732,7
280385,7
280553,7
288412,7
59357,7
363909,7
368329,7
131588,7
313969,7
317409,7
319100,7
337168,7
323779,7
246324,7
426419,7
327025,7
342117,7
276745,7
329257,7
280994,7
21729,7
300052,7
109558,7
141048,7
147384,7
315257,7
159182,7
174166,7
334583,7
321997,7
322482,7
432938,7
328261,7
285006,7
289967,7
292992,7
8347,7
295022,7
26479,7
47140,7
301742,7
310649,7
318611,7
211407,7
321261,7
241322,7
246481,7
339124,7
267728,7
327815,7
274764,7
277326,7
328791,7
279409,7
344447,7
292661,7
45622,7
360292,7
300426,7
362510,7
304240,7
207624,7
337177,7
325888,7
264114,7
341439,7
331976,7
332068,7
303445,7
307835,7
109597,7
375224,7
193863,7
319541,7
203265,7
215860,7
325935,7
250991,7
251965,7
326960,7
340943,7
342537,7
352244,7
353384,7
297431,7
300113,7
360364,7
361781,7
309122,7
114510,7
152572,7
183470,7
203269,7
336175,7
236554,7
337835,7
323934,7
340211,7
273889,7
276791,7
331470,7
28139,7
359216,7
308849,7
309554,7
311185,7
313678,7
334170,7
322897,7
250547,7
328117,7
276686,7
331877,7
45803,7
80866,7
86626,7
91805,7
159928,7
334172,7
222517,7
240212,7
337772,7
247554,7
250548,7
341890,7
273212,7
280229,7
329430,7
331575,7
307950,7
148859,7
333865,7
182053,7
200141,7
220749,7
237358,7
238626,7
246394,7
338919,7
268162,7
271416,7
342234,6
276575,6
286152,6
332137,6
355332,6
298130,6
301988,6
305043,6
307034,6
371012,6
332575,6
163538,6
317910,6
334554,6
335044,6
323642,6
325895,6
339325,6
340373,6
326990,6
266061,6
328294,6
281438,6
282963,6
346219,6
285240,6
350771,6
299159,6
93645,6
308760,6
103505,6
310971,6
139645,6
315029,6
333534,6
175182,6
317731,6
187556,6
203725,6
405855,6
243421,6
250272,6
341242,6
328458,6
329319,6
285959,6
291351,6
296461,6
46217,6
299975,6
64865,6
303296,6
87202,6
95588,6
109325,6
313442,6
314129,6
333397,6
333649,6
334377,6
335148,6
336755,6
322314,6
228626,6
323380,6
325796,6
249821,6
326534,6
263208,6
273518,6
330501,6
283842,6
286818,6
287462,6
299983,6
308656,6
334220,6
335721,6
406409,6
221022,6
323112,6
246414,6
252116,6
272801,6
277938,6
279710,6
330872,6
292595,6
355079,6
356422,6
298399,6
358429,6
77352,6
305245,6
313904,6
314160,6
314805,6
170101,6
334570,6
386716,6
321979,6
221508,6
233801,6
325152,6
339703,6
327108,6
265312,6
266461,6
277652,6
280842,6
347254,6
286896,6
353479,6
297314,6
297744,6
298173,6
301494,6
67430,6
304122,6
305936,6
84197,6
307880,6
370773,6
131432,6
134784,6
315599,6
162636,6
172025,6
385438,6
334888,6
390502,6
321578,6
336958,6
326292,6
276976,6
343467,6
328888,6
329363,6
329926,6
330565,6
287472,6
292960,6
293910,6
294233,6
356976,6
299775,6
56314,6
89051,6
307881,6
308055,6
332331,6
375696,6
379560,6
321234,6
406659,6
337544,6
423830,6
339629,6
252280,6
264445,6
328841,6
344421,6
357329,6
303017,6
84253,6
115988,6
149798,6
218461,6
245898,6
338116,6
246612,6
324851,6
254407,6
328967,6
284444,6
288724,6
4149,6
8300,6
10295,6
301520,6
80561,6
85022,6
367191,6
312223,6
332437,6
185045,6
336324,6
337973,6
246614,6
247526,6
326301,6
326548,6
327502,6
276672,6
276746,6
346816,6
284479,6
286256,6
349438,6
288767,6
351987,6
296610,6
303068,6
303428,6
72880,6
85109,6
309528,6
124442,6
333282,6
319862,6
201802,6
222306,6
225202,6
337083,6
250503,6
326166,6
341834,6
273795,6
343904,6
353075,6
26490,6
358107,6
332712,6
315674,6
333633,6
317544,6
186820,6
318622,6
335019,6
320667,6
216810,6
321939,6
337089,6
248129,6
325540,6
250986,6
265166,6
267105,6
327590,6
328273,6
328636,6
281539,6
282150,6
284743,6
298075,6
111890,6
311391,6
378132,6
316840,6
334258,6
336288,6
221247,6
427113,6
327938,6
342641,6
329016,6
279947,6
344376,6
280886,6
330155,6
282835,6
331072,6
331868,6
332071,6
294646,6
16969,6
19858,6
22625,6
31318,6
298296,6
56975,6
309290,6
313636,6
336979,6
323636,6
248968,6
325820,6
253609,6
327195,6
327247,6
281884,6
331562,6
331988,6
332079,6
307283,6
307524,6
312306,6
318647,6
189557,6
201129,6
206929,6
321818,6
249452,6
326276,6
328359,6
278806,6
279197,6
283761,6
290010,6
25343,6
299888,6
359931,6
54653,6
310202,6
372201,6
316313,6
334777,6
319791,6
390754,6
202174,6
321686,6
245621,6
338418,6
338734,6
250223,6
326128,6
253180,6
265233,6
327426,6
344382,6
287275,6
289087,6
297143,6
365161,6
108846,6
310551,6
332391,6
317584,6
334276,6
183917,6
334957,6
194003,6
202282,6
336746,6
224218,6
326074,6
326461,6
340470,6
265293,6
341773,6
272613,6
438869,5
342675,5
329591,5
330924,5
287945,5
288541,5
353808,5
20204,5
300191,5
303632,5
368453,5
308874,5
113402,5
117010,5
315021,5
318259,5
319804,5
336119,5
321303,5
401378,5
323239,5
246527,5
338313,5
247371,5
338920,5
339087,5
339155,5
250648,5
253281,5
326523,5
327075,5
342571,5
276805,5
279029,5
330079,5
284309,5
331906,5
349648,5
293068,5
293344,5
302406,5
92032,5
97837,5
137340,5
332479,5
149035,5
316043,5
318905,5
193276,5
194271,5
395971,5
321778,5
322737,5
427045,5
341064,5
342846,5
279037,5
286165,5
348586,5
18474,5
297045,5
53504,5
307877,5
308414,5
308651,5
107778,5
310979,5
317732,5
318045,5
318723,5
201452,5
398762,5
321712,5
237742,5
245708,5
422868,5
339613,5
271692,5
277901,5
328739,5
282044,5
289854,5
294948,5
14382,5
297172,5
297946,5
37938,5
57691,5
302749,5
303704,5
90277,5
367687,5
105728,5
117403,5
313728,5
313899,5
137710,5
315568,5
385359,5
200389,5
335920,5
216524,5
221790,5
324692,5
325359,5
326328,5
340906,5
328072,5
343946,5
281311,5
329812,5
281460,5
331034,5
284133,5
284618,5
348630,5
16149,5
302760,5
308659,5
311294,5
373215,5
134633,5
316227,5
163988,5
316921,5
187741,5
318733,5
389457,5
395272,5
320802,5
321189,5
336679,5
226799,5
228715,5
323754,5
245770,5
326864,5
274613,5
276975,5
283294,5
330975,5
286075,5
352630,5
294969,5
296543,5
69949,5
77495,5
81499,5
310596,5
371268,5
371884,5
375295,5
333656,5
317960,5
180180,5
318060,5
320550,5
206628,5
214343,5
404118,5
246434,5
246589,5
248288,5
338938,5
428033,5
326538,5
265784,5
437990,5
276831,5
289496,5
5723,5
296828,5
21230,5
29276,5
358598,5
49709,5
301508,5
96075,5
310325,5
370782,5
112491,5
129198,5
316113,5
316926,5
168269,5
334580,5
187783,5
206641,5
336153,5
213352,5
321924,5
337614,5
338707,5
250293,5
339348,5
326338,5
327719,5
273659,5
277674,5
282135,5
288989,5
296879,5
29662,5
33012,5
300050,5
360561,5
362023,5
332820,5
375339,5
333196,5
315607,5
378921,5
317792,5
383184,5
318294,5
389601,5
320755,5
320813,5
213399,5
321413,5
235500,5
323912,5
324257,5
338555,5
338626,5
326158,5
267700,5
327339,5
327412,5
275435,5
444662,5
278419,5
328702,5
283084,5
283332,5
331160,5
284723,5
285490,5
331741,5
348958,5
293152,5
357355,5
63524,5
68072,5
72546,5
310343,5
117790,5
312963,5
313312,5
332258,5
138204,5
146128,5
316132,5
180949,5
386901,5
213515,5
215703,5
321622,5
337476,5
324337,5
325235,5
339202,5
252302,5
339755,5
326451,5
341567,5
275573,5
280424,5
280572,5
283981,5
286093,5
286544,5
350116,5
291505,5
292191,5
293463,5
6173,5
297223,5
33377,5
298461,5
362057,5
63640,5
370630,5
371125,5
312240,5
313994,5
317252,5
333845,5
318093,5
318766,5
196539,5
199772,5
336053,5
321440,5
321808,5
336781,5
223883,5
323798,5
324721,5
423510,5
247821,5
325690,5
249623,5
260877,5
265396,5
270873,5
271249,5
275622,5
343767,5
281232,5
281533,5
284211,5
288444,5
1398,5
109792,5
124599,5
313038,5
314982,5
375407,5
316821,5
193840,5
335329,5
320764,5
321468,5
336476,5
406964,5
222867,5
323629,5
246346,5
250348,5
252377,5
252565,5
260944,5
341009,5
265943,5
341298,5
273860,5
328519,5
282822,5
283737,5
285567,5
287569,5
289974,5
355249,5
356290,5
298251,5
298914,5
45634,5
56768,5
110115,5
314340,5
315486,5
381928,5
334083,5
192695,5
335501,5
320769,5
209720,5
405226,5
336582,5
323347,5
242921,5
338029,5
338955,5
340000,5
340701,5
327130,5
267110,5
276779,5
279471,5
329544,5
349463,5
290822,5
291872,5
294835,5
25912,5
300784,5
307837,5
310361,5
370672,5
113067,5
314054,5
161859,5
164550,5
380458,5
191148,5
389706,5
336292,5
337701,5
246244,5
338415,5
247321,5
248786,5
325852,5
326071,5
258756,5
263641,5
327424,5
271791,5
272516,5
449077,5
328913,5
285669,5
349303,5
289070,5
296644,5
29938,5
303540,5
368104,5
99192,5
370673,5
312752,5
133531,5
148485,5
315493,5
319155,5
221760,5
337596,5
239998,5
246383,5
338416,5
339561,5
326459,5
327303,5
331346,5
285091,5
287891,5
354541,5
300801,5
364757,5
365306,5
82349,5
307535,5
114675,5
375086,5
147784,5
333130,5
333305,5
316204,5
381452,5
215997,5
217978,5
321955,5
220741,5
411155,5
322279,5
322808,5
415501,5
419271,5
323944,5
324776,5
424084,5
325707,5
250867,5
253772,5
326316,5
327521,5
327687,5
342354,5
276932,5
278298,5
280735,5
282917,5
345896,5
283774,5
331360,5
347370,5
331681,5
349608,5
291261,5
360433,5
304373,5
109614,5
113319,5
311214,5
313862,5
375247,5
152835,5
376379,5
316318,5
333569,5
381536,5
318900,5
335533,5
336985,5
337191,5
246518,5
325103,5
325304,5
247925,5
250262,5
339149,5
339572,5
327970,4
328815,4
328868,4
329231,4
280744,4
345675,4
284308,4
349320,4
26027,4
358868,4
53407,4
78932,4
84711,4
308371,4
309579,4
370024,4
310565,4
118891,4
314675,4
315165,4
333249,4
333391,4
169461,4
317286,4
382793,4
318040,4
334183,4
318129,4
202298,4
204741,4
220754,4
337194,4
244605,4
245654,4
337992,4
248187,4
325867,4
251063,4
339695,4
253868,4
340634,4
263694,4
264325,4
341532,4
341631,4
436692,4
276576,4
342683,4
276958,4
343783,4
328869,4
344023,4
280793,4
329694,4
344686,4
283247,4
284087,4
347175,4
285896,4
331805,4
290934,4
294729,4
16059,4
23390,4
299505,4
299974,4
301632,4
307356,4
87137,4
308172,4
370744,4
110726,4
117216,4
372232,4
313880,4
314413,4
143809,4
158026,4
377627,4
317302,4
318264,4
318528,4
388062,4
334877,4
388557,4
334979,4
204876,4
206402,4
208308,4
320851,4
222616,4
415258,4
322837,4
417483,4
323240,4
237490,4
423311,4
247214,4
325311,4
340040,4
429876,4
271433,4
343273,4
278864,4
328822,4
283672,4
331119,4
331250,4
284884,4
347394,4
285290,4
347507,4
286380,4
288953,4
14194,4
26153,4
356913,4
357197,4
32004,4
299252,4
299538,4
361179,4
363557,4
305834,4
308899,4
109980,4
332398,4
314794,4
314931,4
333016,4
151277,4
162293,4
171633,4
186374,4
334714,4
191819,4
215275,4
336443,4
407169,4
411805,4
412350,4
322531,4
246296,4
246409,4
246725,4
424523,4
248559,4
325902,4
252439,4
339788,4
263745,4
264372,4
265734,4
327611,4
342851,4
328599,4
278353,4
345026,4
282999,4
345720,4
331254,4
288309,4
349696,4
289194,4
294747,4
20457,4
26178,4
299567,4
361190,4
302416,4
302955,4
304633,4
306458,4
87269,4
308770,4
310232,4
110995,4
311267,4
311639,4
312134,4
332892,4
315417,4
153069,4
315812,4
316406,4
170066,4
171704,4
317502,4
318136,4
187663,4
193413,4
335786,4
207159,4
397469,4
321367,4
321529,4
336608,4
337318,4
238893,4
337655,4
418512,4
246298,4
338322,4
338620,4
338936,4
250470,4
339799,4
340053,4
263765,4
267493,4
327479,4
280829,4
344512,4
286435,4
293412,4
12449,4
296487,4
297308,4
84182,4
90383,4
92261,4
119771,4
312901,4
143887,4
151382,4
316086,4
317512,4
318146,4
319242,4
335466,4
321374,4
401859,4
321715,4
217835,4
322430,4
322647,4
415019,4
322764,4
415289,4
241022,4
249539,4
325798,4
338988,4
258363,4
264070,4
271160,4
272299,4
342478,4
444275,4
329330,4
329643,4
281313,4
331037,4
331626,4
348312,4
288001,4
351663,4
293433,4
26281,4
299765,4
365428,4
306522,4
100779,4
313287,4
315097,4
151443,4
315438,4
333352,4
316792,4
166564,4
334065,4
318568,4
192134,4
389592,4
196258,4
401988,4
218247,4
337235,4
231495,4
323400,4
245772,4
338015,4
338705,4
325491,4
425812,4
325776,4
325799,4
326088,4
326201,4
254346,4
256494,4
326675,4
340588,4
327020,4
271709,4
272302,4
327663,4
276731,4
344403,4
331277,4
349196,4
288356,4
293120,4
707,4
354402,4
16322,4
297057,4
299629,4
53919,4
362470,4
75716,4
309920,4
371093,4
313777,4
314174,4
375312,4
376451,4
333765,4
317518,4
381850,4
317766,4
201577,4
321732,4
221544,4
417882,4
323615,4
245784,4
423456,4
248304,4
325841,4
250972,4
255549,4
274712,4
328251,4
329520,4
345257,4
347259,4
332006,4
287479,4
348942,4
291466,4
353873,4
14649,4
297395,4
356527,4
297772,4
42571,4
65803,4
303779,4
308441,4
310329,4
129237,4
332257,4
332434,4
148303,4
315451,4
377193,4
316928,4
333703,4
333980,4
334235,4
334504,4
385508,4
318434,4
197491,4
319732,4
335271,4
321085,4
214379,4
321605,4
336468,4
217893,4
322777,4
228929,4
419088,4
423221,4
423840,4
424841,4
252513,4
257588,4
340997,4
327286,4
327455,4
341823,4
279093,4
329372,4
330610,4
330990,4
331542,4
286254,4
350100,4
1110,4
294783,4
13036,4
297618,4
33063,4
299636,4
45458,4
299832,4
302573,4
308457,4
96242,4
308683,4
368596,4
369260,4
309519,4
309940,4
370346,4
311944,4
372406,4
314483,4
314605,4
315113,4
333516,4
376816,4
377817,4
167055,4
317425,4
172238,4
333894,4
317809,4
317987,4
189164,4
318752,4
390683,4
200661,4
202892,4
397089,4
321414,4
336779,4
322881,4
337173,4
323216,4
235716,4
325517,4
325844,4
326267,4
340070,4
257626,4
263547,4
326946,4
265089,4
271737,4
341826,4
327674,4
343321,4
344137,4
344363,4
344913,4
345286,4
283088,4
331300,4
331767,4
288106,4
291175,4
294787,4
297788,4
298246,4
78182,4
81795,4
308246,4
310349,4
370806,4
111580,4
118035,4
333210,4
315656,4
157343,4
316489,4
333660,4
316973,4
317441,4
317826,4
318302,4
389616,4
392928,4
320497,4
217946,4
321935,4
336706,4
222855,4
336971,4
247529,4
325642,4
325733,4
340200,4
327043,4
341111,4
434906,4
327416,4
327626,4
277003,4
278167,4
344240,4
344549,4
330430,4
345554,4
286099,4
287565,4
349555,4
289006,4
291836,4
292194,4
297231,4
297798,4
300093,4
300749,4
301542,4
63792,4
87821,4
308129,4
104502,4
370659,4
370935,4
374221,4
333452,4
377489,4
333997,4
319137,4
320092,4
205833,4
335833,4
335981,4
211420,4
336516,4
336707,4
417230,4
239532,4
241325,4
244220,4
246490,4
247531,4
338814,4
339008,4
325846,4
339545,4
326116,4
253020,4
253545,4
340090,4
326345,4
429550,4
270923,4
272505,4
438712,4
342417,4
277756,4
343774,4
279116,4
330432,4
289334,4
295131,4
296206,4
296622,4
296934,4
297112,4
297635,4
297807,4
358645,4
299378,4
365843,4
368060,4
94493,4
368623,4
311960,4
332373,4
314992,4
316541,4
316695,4
165913,4
318100,4
384283,4
335278,4
319881,4
320670,4
336074,4
211507,4
336643,4
337497,4
323225,4
241342,4
323564,4
338409,4
338571,4
325281,4
248967,4
249677,4
426446,4
339300,4
257834,4
264118,4
341512,4
271573,4
341953,4
327822,4
327873,4
328031,4
276238,4
328113,4
277757,4
278256,4
346490,4
283738,4
331466,4
348161,4
331981,4
291613,4
293747,4
13280,4
298925,4
299423,4
47488,4
362111,4
63907,4
364725,4
307677,4
311421,4
371769,4
312729,4
133488,4
314512,4
314632,4
144592,4
332734,4
315138,4
315490,4
333298,4
315896,4
163096,4
165932,4
316848,4
317271,4
334625,4
387062,4
334766,4
334859,4
320677,4
397176,4
321123,4
213780,4
217059,4
411676,4
322895,4
416612,4
323079,4
323229,4
337594,4
323352,4
244432,4
421708,4
338143,4
246500,4
325649,4
339075,4
252634,4
259958,4
429781,4
265436,4
342038,4
327876,4
280185,4
344585,4
345351,4
345854,4
283390,4
346200,4
331669,4
331869,4
287150,4
349038,4
288207,4
349579,4
350288,4
292682,4
293541,4
1909,4
294015,4
6567,4
294856,4
19961,4
25254,4
50708,4
57002,4
71307,4
367273,4
307924,4
367796,4
308586,4
310365,4
310538,4
113249,4
372501,4
374259,4
146573,4
150848,4
317712,4
177226,4
179465,4
183475,4
386385,4
195630,4
227875,4
337557,4
418824,4
245606,4
421782,4
325743,4
250214,4
326072,4
326175,4
257015,4
327196,4
327641,4
439760,4
344314,4
330909,4
284291,4
284798,4
331473,4
288221,4
349494,4
288491,4
289086,4
351009,4
293238,4
19999,4
303195,4
73894,4
365157,4
307846,4
308336,4
368427,4
108813,4
310028,4
109609,4
373997,4
374618,4
316626,4
333641,4
379990,4
383651,4
185754,4
319587,4
198780,4
335763,4
405635,4
407027,4
219215,4
409285,4
413179,4
337043,4
233376,4
323276,4
323366,4
323835,4
246834,4
325573,4
249463,4
250420,4
427042,4
256063,4
326419,4
257032,4
326516,4
267354,4
272599,4
276694,4
276801,4
344477,4
332023,4
295436,4
296695,4
297035,4
307032,4
84699,4
89965,4
116939,4
120842,4
